block_number, block_name, block_trial_count, block_pairing_definition, study_name, task_number, task_name, trial_number, trial_name, trial_response, trial_latency, trial_error, session_id 
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,22,brian.jpg|,right,758,0,7327563
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,22,james.jpg|,right,888,0,7327563
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,24,brian2.jpg|,left,550,0,7327563
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,26,brian1.jpg|,left,648,0,7327563
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,29,Considerate|,left,638,0,7327563
3,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,4,brian2.jpg|,left,632,0,7327563
3,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,5,Ugly|,right,657,0,7327563
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,3,Annoying|,right,640,0,7327563
6,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,13,Evil|,right,575,0,7327563
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,2,brian.jpg|,left,573,0,7327563
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,11,Considerate|,left,661,0,7327563
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,19,Nasty|,right,1053,0,7327563
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,1,Warm|,left,815,0,7327563
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,19,james.jpg|,right,635,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,25,Evil|,right,1298,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,38,james1.jpg|,right,726,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,0,james2.jpg|,left,1598,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,4,brian1.jpg|,right,902,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,19,james2.jpg|,left,620,0,7327623
6,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,4,james1.jpg|,right,980,0,7327623
6,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,5,Evil|,right,682,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,4,Considerate|,left,851,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,6,james.jpg|,right,998,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,18,james1.jpg|,right,1703,1,7327623
6,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,12,james1.jpg|,right,1536,1,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,25,Attractive|,left,652,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,28,brian.jpg|,right,689,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,23,Considerate|,left,1169,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,32,brian1.jpg|,left,1156,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,33,Nice|,left,1473,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,0,brian2.jpg|,right,1465,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,7,Attractive|,left,1313,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,15,Ugly|,right,851,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,6,Attractive|,left,688,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,7,Warm|,left,719,0,7327623
3,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,2,brian1.jpg|,right,753,0,7327623
3,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,5,Annoying|,right,687,0,7327623
3,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,7,Friendly|,left,644,0,7327623
6,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,16,james2.jpg|,right,1153,0,7327623
6,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,19,Considerate|,left,890,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,23,Nasty|,right,1178,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,38,james.jpg|,left,615,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,2,james1.jpg|,right,1321,1,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,6,brian2.jpg|,left,803,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,24,james.jpg|,right,1559,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,36,brian2.jpg|,left,762,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,8,james.jpg|,left,675,0,7327623
3,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,4,brian2.jpg|,right,827,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,4,brian1.jpg|,right,821,0,7327623
3,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,12,james2.jpg|,left,645,0,7327623
3,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,14,brian1.jpg|,right,733,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,5,Nice|,left,1086,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,14,brian2.jpg|,right,599,0,7327623
6,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,3,Nasty|,right,1148,0,7327623
6,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,17,Ugly|,right,619,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,30,brian.jpg|,right,601,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,37,Kind|,left,659,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,10,james1.jpg|,left,692,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,14,brian2.jpg|,right,631,0,7327623
3,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,0,james1.jpg|,left,1241,0,7327623
3,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,17,Nice|,left,615,0,7327623
3,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,19,Rude|,right,643,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,4,brian1.jpg|,left,1166,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,8,james.jpg|,left,870,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,10,james1.jpg|,left,708,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,16,brian1.jpg|,left,904,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,2,brian2.jpg|,right,999,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,13,brian2.jpg|,right,977,1,7327623
6,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,13,Nice|,left,1478,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,12,brian2.jpg|,left,736,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,20,james1.jpg|,right,658,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,30,brian2.jpg|,left,751,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,9,Nasty|,right,645,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,0,Evil|,right,2001,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,3,Friendly|,left,703,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,11,Nasty|,right,1500,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,18,Rude|,right,670,0,7327623
3,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,9,Considerate|,left,813,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,14,brian2.jpg|,left,1118,0,7327623
6,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,2,brian1.jpg|,left,707,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,16,james.jpg|,right,513,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,1,Evil|,right,667,0,7327623
3,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,13,Irritating|,right,541,0,7327623
3,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,15,Annoying|,right,681,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,1,Kind|,left,894,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,2,james.jpg|,right,692,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,10,james2.jpg|,right,1350,0,7327623
6,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,14,brian.jpg|,left,742,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,31,Annoying|,right,734,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,33,Kind|,left,603,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,0,brian2.jpg|,left,2680,1,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,4,brian1.jpg|,left,707,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,7,brian.jpg|,left,697,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,31,Kind|,left,823,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,39,Attractive|,left,1407,1,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,5,Warm|,left,784,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,12,brian.jpg|,right,745,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,10,Nice|,left,632,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,17,Warm|,left,620,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,19,Irritating|,right,779,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,5,james1.jpg|,left,807,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,7,brian.jpg|,right,818,1,7327623
6,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,8,james2.jpg|,right,618,0,7327623
6,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,9,Friendly|,left,739,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,34,james1.jpg|,left,765,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,36,james.jpg|,left,665,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,27,Rude|,right,2765,1,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,29,Annoying|,right,1614,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,3,Friendly|,left,693,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,2,Ugly|,right,1060,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,8,Annoying|,right,758,0,7327623
3,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,6,james.jpg|,left,693,0,7327623
6,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,6,james.jpg|,right,683,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,5,james1.jpg|,right,705,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,14,brian1.jpg|,left,893,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,35,Ugly|,right,609,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,13,Warm|,left,677,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,5,Rude|,right,778,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,9,Irritating|,right,781,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,15,Kind|,left,662,0,7327623
3,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,1,Considerate|,left,959,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,3,Annoying|,right,1124,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,7,Ugly|,right,897,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,8,brian2.jpg|,left,867,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,1,brian.jpg|,right,688,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,12,james2.jpg|,left,491,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,32,james2.jpg|,left,682,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,10,brian1.jpg|,left,577,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,18,brian.jpg|,left,745,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,15,james1.jpg|,left,711,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,29,Irritating|,right,639,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,15,james1.jpg|,right,1314,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,17,james2.jpg|,right,518,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,6,james2.jpg|,left,1195,1,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,17,Evil|,right,880,0,7327623
3,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,10,james.jpg|,left,761,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,11,Rude|,right,1811,1,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,12,brian.jpg|,left,1021,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,1,Kind|,left,912,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,12,Warm|,left,734,0,7327623
3,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,18,brian2.jpg|,right,795,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,0,james1.jpg|,right,5038,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,21,Nice|,left,627,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,22,brian1.jpg|,right,858,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,35,Friendly|,left,630,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,1,james2.jpg|,right,1495,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,13,james2.jpg|,right,902,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,28,brian1.jpg|,left,2892,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,19,Rude|,right,792,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,14,Nasty|,right,900,0,7327623
3,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,16,james1.jpg|,left,607,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,9,Attractive|,left,1518,1,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,3,brian1.jpg|,right,718,0,7327623
6,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,0,brian2.jpg|,left,1779,0,7327623
6,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,1,Annoying|,right,1031,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,26,brian2.jpg|,right,612,0,7327623
7,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,26,brian.jpg|,left,905,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,34,james2.jpg|,right,863,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,37,Friendly|,left,806,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,16,james2.jpg|,left,620,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,18,james1.jpg|,left,671,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,13,Nice|,left,1717,1,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,19,Ugly|,right,949,0,7327623
3,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,3,Irritating|,right,723,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,9,james2.jpg|,left,592,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,11,james.jpg|,left,491,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,17,brian.jpg|,right,547,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,18,brian.jpg|,right,439,0,7327623
6,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,18,brian.jpg|,left,832,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,8,james2.jpg|,right,693,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,11,brian.jpg|,left,879,0,7327623
7,Brian|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,22,james2.jpg|,right,704,0,7327623
3,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,11,Kind|,left,624,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,13,Evil|,right,1986,0,7327623
6,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,11,Attractive|,left,698,0,7327623
6,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,15,Warm|,left,737,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,20,brian1.jpg|,right,829,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,27,Ugly|,right,757,0,7327623
4,Unpleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,39,Rude|,right,556,0,7327623
4,Pleasant|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,11,Considerate|,left,681,0,7327623
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,16,Evil|,right,1057,0,7327623
1,Brian|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,6,james.jpg|,left,655,0,7327623
1,Pierre|,20,"Brian,Pierre",ybalab.daniel.death1.0001,6,iat,16,brian1.jpg|,right,762,0,7327623
6,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,7,Irritating|,right,638,0,7327623
6,Pierre|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,10,brian2.jpg|,left,552,0,7327623
4,Brian|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,24,james.jpg|,left,887,0,7327623
5,Pierre|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,3,brian1.jpg|,left,955,0,7327623
5,Brian|,20,"Pierre,Brian",ybalab.daniel.death1.0001,6,iat,9,james.jpg|,right,641,0,7327623
7,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,21,Nasty|,right,682,0,7327623
4,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,2,brian.jpg|,right,727,0,7327623
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,6,iat,17,Attractive|,left,639,0,7327623
3,Pierre|,20,"Pleasant/Brian,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,8,brian.jpg|,right,778,0,7327623
7,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Brian",ybalab.daniel.death1.0001,6,iat,15,Friendly|,left,1107,0,7327623
3,Pleasant|,20,"Pleasant/Pierre,Unpleasant/James",ybalab.daniel.death1.0001,6,iat,1,Nice|,left,1175,0,7327669
3,Pierre|,20,"Pleasant/Pierre,Unpleasant/James",ybalab.daniel.death1.0001,6,iat,2,brian1.jpg|,left,908,0,7327669
3,James|,20,"Pleasant/Pierre,Unpleasant/James",ybalab.daniel.death1.0001,6,iat,6,james.jpg|,right,626,0,7327669
7,Unpleasant|,20,"Pleasant/James,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,25,Rude|,right,751,0,7327669
7,Unpleasant|,20,"Pleasant/James,Unpleasant/Pierre",ybalab.daniel.death1.0001,6,iat,35,Nasty|,right,561,0,7327669
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/James",ybalab.daniel.death1.0001,6,iat,23,Rude|,right,566,0,7327669
1,James|,20,"Pierre,James",ybalab.daniel.death1.0001,6,iat,0,james.jpg|,right,1225,0,7327669
1,Pierre|,20,"Pierre,James",ybalab.daniel.death1.0001,6,iat,2,brian1.jpg|,left,798,0,7327669
1,Pierre|,20,"Pierre,James",ybalab.daniel.death1.0001,6,iat,5,brian2.jpg|,left,629,0,7327669
