task_number	 question_number	 questionnaire_name	 question_name	 question_response	 attempt	 study_name	 session_id
10	0	mem	briannational	1	1	ybalab.daniel.death1.0001	7325756
10	1	mem	briannationalrt	3823	1	ybalab.daniel.death1.0001	7325756
10	2	mem	briannationaltrt	3929	1	ybalab.daniel.death1.0001	7325756
10	3	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7325756
10	4	mem	jamesnationalrt	1728	1	ybalab.daniel.death1.0001	7325756
10	5	mem	jamesnationaltrt	5657	1	ybalab.daniel.death1.0001	7325756
10	6	mem	jameslive	1	1	ybalab.daniel.death1.0001	7325756
10	7	mem	jameslivert	4000	1	ybalab.daniel.death1.0001	7325756
10	8	mem	jameslivetrt	9657	1	ybalab.daniel.death1.0001	7325756
10	9	mem	brianlive	2	1	ybalab.daniel.death1.0001	7325756
10	10	mem	brianlivert	1655	1	ybalab.daniel.death1.0001	7325756
10	11	mem	brianlivetrt	11312	1	ybalab.daniel.death1.0001	7325756
10	12	mem	brianname	1	1	ybalab.daniel.death1.0001	7325756
10	13	mem	briannamert	2148	1	ybalab.daniel.death1.0001	7325756
10	14	mem	briannametrt	13460	1	ybalab.daniel.death1.0001	7325756
10	15	mem	jamesname	2	1	ybalab.daniel.death1.0001	7325756
10	16	mem	jamesnamert	1614	1	ybalab.daniel.death1.0001	7325756
10	17	mem	jamesnametrt	15074	1	ybalab.daniel.death1.0001	7325756
2	0	realstart	target1Name	Brian	1	ybalab.daniel.death1.0001	7325768
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7325768
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7325768
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7325768
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7325768
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7325768
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7325768
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7325768
3	3	behaviours	target1	Brian	1	ybalab.daniel.death1.0001	7325768
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7325768
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7325768
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7325768
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7325768
3	8	behaviours	target2Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7325768
6	0	exp	briantrst	6	1	ybalab.daniel.death1.0001	7325768
6	1	exp	briantrstrt	36104	1	ybalab.daniel.death1.0001	7325768
6	2	exp	briantrsttrt	36334	1	ybalab.daniel.death1.0001	7325768
6	3	exp	brianfrnd	6	1	ybalab.daniel.death1.0001	7325768
6	4	exp	brianfrndrt	21008	1	ybalab.daniel.death1.0001	7325768
6	5	exp	brianfrndtrt	57342	1	ybalab.daniel.death1.0001	7325768
6	6	exp	jamestrst	2	1	ybalab.daniel.death1.0001	7325768
6	7	exp	jamestrstrt	27488	1	ybalab.daniel.death1.0001	7325768
6	8	exp	jamestrsttrt	84830	1	ybalab.daniel.death1.0001	7325768
6	9	exp	jameslike	4	1	ybalab.daniel.death1.0001	7325768
6	10	exp	jameslikert	7521	1	ybalab.daniel.death1.0001	7325768
6	11	exp	jamesliketrt	92351	1	ybalab.daniel.death1.0001	7325768
6	12	exp	brianlike	4	1	ybalab.daniel.death1.0001	7325768
6	13	exp	brianlikert	6312	1	ybalab.daniel.death1.0001	7325768
6	14	exp	brianliketrt	98663	1	ybalab.daniel.death1.0001	7325768
6	15	exp	jamesfrnd	3	1	ybalab.daniel.death1.0001	7325768
6	16	exp	jamesfrndrt	13191	1	ybalab.daniel.death1.0001	7325768
6	17	exp	jamesfrndtrt	111854	1	ybalab.daniel.death1.0001	7325768
8	1	iat	feedback	Your data suggest a slight implicit preference for Brian compared to Francois	1	ybalab.daniel.death1.0001	7325768
8	2	iat	score	0.27	1	ybalab.daniel.death1.0001	7325768
8	3	iat	block3Cond	Pleasant/Brian,Unpleasant/Francois	1	ybalab.daniel.death1.0001	7325768
10	0	mem	brianlive	1	1	ybalab.daniel.death1.0001	7325768
10	1	mem	brianlivert	12265	1	ybalab.daniel.death1.0001	7325768
10	2	mem	brianlivetrt	12462	1	ybalab.daniel.death1.0001	7325768
10	3	mem	briannational	3	1	ybalab.daniel.death1.0001	7325768
10	4	mem	briannationalrt	8488	1	ybalab.daniel.death1.0001	7325768
10	5	mem	briannationaltrt	20950	1	ybalab.daniel.death1.0001	7325768
10	6	mem	brianname	3	1	ybalab.daniel.death1.0001	7325768
10	7	mem	briannamert	3744	1	ybalab.daniel.death1.0001	7325768
10	8	mem	briannametrt	24694	1	ybalab.daniel.death1.0001	7325768
10	9	mem	jameslive	1	1	ybalab.daniel.death1.0001	7325768
10	10	mem	jameslivert	3416	1	ybalab.daniel.death1.0001	7325768
10	11	mem	jameslivetrt	28110	1	ybalab.daniel.death1.0001	7325768
10	12	mem	jamesname	2	1	ybalab.daniel.death1.0001	7325768
10	13	mem	jamesnamert	2488	1	ybalab.daniel.death1.0001	7325768
10	14	mem	jamesnametrt	30598	1	ybalab.daniel.death1.0001	7325768
10	15	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7325768
10	16	mem	jamesnationalrt	2824	1	ybalab.daniel.death1.0001	7325768
10	17	mem	jamesnationaltrt	33422	1	ybalab.daniel.death1.0001	7325768
2	0	realstart	target1Name	James	1	ybalab.daniel.death1.0001	7325784
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7325784
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7325784
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7325784
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7325784
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7325784
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7325784
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7325784
3	3	behaviours	target1	James	1	ybalab.daniel.death1.0001	7325784
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7325784
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7325784
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7325784
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7325784
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7325784
6	1	iat	feedback	Your data suggest a slight implicit preference for Francois compared to James	1	ybalab.daniel.death1.0001	7325784
6	2	iat	score	-0.20	1	ybalab.daniel.death1.0001	7325784
6	3	iat	block3Cond	Pleasant/James,Unpleasant/Francois	1	ybalab.daniel.death1.0001	7325784
8	0	exp	jamestrst	6	1	ybalab.daniel.death1.0001	7325784
8	1	exp	jamestrstrt	37312	1	ybalab.daniel.death1.0001	7325784
8	2	exp	jamestrsttrt	37330	1	ybalab.daniel.death1.0001	7325784
8	3	exp	brianlike	4	1	ybalab.daniel.death1.0001	7325784
8	4	exp	brianlikert	16416	1	ybalab.daniel.death1.0001	7325784
8	5	exp	brianliketrt	53746	1	ybalab.daniel.death1.0001	7325784
8	6	exp	jameslike	4	1	ybalab.daniel.death1.0001	7325784
8	7	exp	jameslikert	1743	1	ybalab.daniel.death1.0001	7325784
8	8	exp	jamesliketrt	55489	1	ybalab.daniel.death1.0001	7325784
8	9	exp	brianfrnd	3	1	ybalab.daniel.death1.0001	7325784
8	10	exp	brianfrndrt	4152	1	ybalab.daniel.death1.0001	7325784
8	11	exp	brianfrndtrt	59641	1	ybalab.daniel.death1.0001	7325784
8	12	exp	jamesfrnd	5	1	ybalab.daniel.death1.0001	7325784
8	13	exp	jamesfrndrt	2513	1	ybalab.daniel.death1.0001	7325784
8	14	exp	jamesfrndtrt	62154	1	ybalab.daniel.death1.0001	7325784
8	15	exp	briantrst	4	1	ybalab.daniel.death1.0001	7325784
8	16	exp	briantrstrt	5015	1	ybalab.daniel.death1.0001	7325784
8	17	exp	briantrsttrt	67169	1	ybalab.daniel.death1.0001	7325784
10	0	mem	brianname	3	1	ybalab.daniel.death1.0001	7325784
10	1	mem	briannamert	4030	1	ybalab.daniel.death1.0001	7325784
10	2	mem	briannametrt	4045	1	ybalab.daniel.death1.0001	7325784
10	3	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7325784
10	4	mem	jamesnationalrt	2448	1	ybalab.daniel.death1.0001	7325784
10	5	mem	jamesnationaltrt	6493	1	ybalab.daniel.death1.0001	7325784
10	6	mem	brianlive	1	1	ybalab.daniel.death1.0001	7325784
10	7	mem	brianlivert	2409	1	ybalab.daniel.death1.0001	7325784
10	8	mem	brianlivetrt	8902	1	ybalab.daniel.death1.0001	7325784
10	9	mem	briannational	3	1	ybalab.daniel.death1.0001	7325784
10	10	mem	briannationalrt	2704	1	ybalab.daniel.death1.0001	7325784
10	11	mem	briannationaltrt	11606	1	ybalab.daniel.death1.0001	7325784
10	12	mem	jameslive	2	1	ybalab.daniel.death1.0001	7325784
10	13	mem	jameslivert	1743	1	ybalab.daniel.death1.0001	7325784
10	14	mem	jameslivetrt	13349	1	ybalab.daniel.death1.0001	7325784
10	15	mem	jamesname	1	1	ybalab.daniel.death1.0001	7325784
10	16	mem	jamesnamert	2122	1	ybalab.daniel.death1.0001	7325784
10	17	mem	jamesnametrt	15471	1	ybalab.daniel.death1.0001	7325784
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7325788
2	1	realstart	target2Name	James	1	ybalab.daniel.death1.0001	7325788
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7325788
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7325788
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7325788
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7325788
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7325788
3	2	behaviours	target2	James	1	ybalab.daniel.death1.0001	7325788
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7325788
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7325788
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7325788
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7325788
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7325788
3	8	behaviours	target2Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7325788
2	0	realstart	target1Name	James	1	ybalab.daniel.death1.0001	7325792
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7325792
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7325792
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7325792
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7325792
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7325792
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7325792
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7325792
3	3	behaviours	target1	James	1	ybalab.daniel.death1.0001	7325792
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7325792
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7325792
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7325792
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7325792
3	8	behaviours	target2Where	 in his home (in 	1	ybalab.daniel.death1.0001	7325792
6	0	exp	jamesfrnd	7	1	ybalab.daniel.death1.0001	7325792
6	1	exp	jamesfrndrt	12356	1	ybalab.daniel.death1.0001	7325792
6	2	exp	jamesfrndtrt	12380	1	ybalab.daniel.death1.0001	7325792
6	3	exp	briantrst	7	1	ybalab.daniel.death1.0001	7325792
6	4	exp	briantrstrt	4828	1	ybalab.daniel.death1.0001	7325792
6	5	exp	briantrsttrt	17208	1	ybalab.daniel.death1.0001	7325792
6	6	exp	brianlike	7	1	ybalab.daniel.death1.0001	7325792
6	7	exp	brianlikert	5933	1	ybalab.daniel.death1.0001	7325792
6	8	exp	brianliketrt	23141	1	ybalab.daniel.death1.0001	7325792
6	9	exp	jamestrst	7	1	ybalab.daniel.death1.0001	7325792
6	10	exp	jamestrstrt	4241	1	ybalab.daniel.death1.0001	7325792
6	11	exp	jamestrsttrt	27382	1	ybalab.daniel.death1.0001	7325792
6	12	exp	brianfrnd	7	1	ybalab.daniel.death1.0001	7325792
6	13	exp	brianfrndrt	5767	1	ybalab.daniel.death1.0001	7325792
6	14	exp	brianfrndtrt	33149	1	ybalab.daniel.death1.0001	7325792
6	15	exp	jameslike	7	1	ybalab.daniel.death1.0001	7325792
6	16	exp	jameslikert	2315	1	ybalab.daniel.death1.0001	7325792
6	17	exp	jamesliketrt	35464	1	ybalab.daniel.death1.0001	7325792
8	1	iat	feedback	Your data suggest little to no difference in implicit preference between Francois and James	1	ybalab.daniel.death1.0001	7325792
8	2	iat	score	-0.01	1	ybalab.daniel.death1.0001	7325792
8	3	iat	block3Cond	Pleasant/Francois,Unpleasant/James	1	ybalab.daniel.death1.0001	7325792
10	0	mem	brianlive	2	1	ybalab.daniel.death1.0001	7325792
10	1	mem	brianlivert	4245	1	ybalab.daniel.death1.0001	7325792
10	2	mem	brianlivetrt	4258	1	ybalab.daniel.death1.0001	7325792
10	3	mem	brianname	3	1	ybalab.daniel.death1.0001	7325792
10	4	mem	briannamert	3377	1	ybalab.daniel.death1.0001	7325792
10	5	mem	briannametrt	7635	1	ybalab.daniel.death1.0001	7325792
10	6	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7325792
10	7	mem	jamesnationalrt	4956	1	ybalab.daniel.death1.0001	7325792
10	8	mem	jamesnationaltrt	12591	1	ybalab.daniel.death1.0001	7325792
10	9	mem	jamesname	1	1	ybalab.daniel.death1.0001	7325792
10	10	mem	jamesnamert	3303	1	ybalab.daniel.death1.0001	7325792
10	11	mem	jamesnametrt	15894	1	ybalab.daniel.death1.0001	7325792
10	12	mem	briannational	3	1	ybalab.daniel.death1.0001	7325792
10	13	mem	briannationalrt	4225	1	ybalab.daniel.death1.0001	7325792
10	14	mem	briannationaltrt	20119	1	ybalab.daniel.death1.0001	7325792
10	15	mem	jameslive	2	1	ybalab.daniel.death1.0001	7325792
10	16	mem	jameslivert	3598	1	ybalab.daniel.death1.0001	7325792
10	17	mem	jameslivetrt	23717	1	ybalab.daniel.death1.0001	7325792
2	0	realstart	target1Name	Brian	1	ybalab.daniel.death1.0001	7325804
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7325804
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7325804
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7325804
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7325804
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7325804
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7325804
3	2	behaviours	target2	Pierre	1	ybalab.daniel.death1.0001	7325804
3	3	behaviours	target1	Brian	1	ybalab.daniel.death1.0001	7325804
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7325804
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7325804
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7325804
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7325804
3	8	behaviours	target2Where	 in his home (in 	1	ybalab.daniel.death1.0001	7325804
6	0	exp	brianlike	4	1	ybalab.daniel.death1.0001	7325804
6	1	exp	brianlikert	28545	1	ybalab.daniel.death1.0001	7325804
6	2	exp	brianliketrt	28626	1	ybalab.daniel.death1.0001	7325804
6	3	exp	jameslike	4	1	ybalab.daniel.death1.0001	7325804
6	4	exp	jameslikert	6168	1	ybalab.daniel.death1.0001	7325804
6	5	exp	jamesliketrt	34794	1	ybalab.daniel.death1.0001	7325804
6	6	exp	jamestrst	4	1	ybalab.daniel.death1.0001	7325804
6	7	exp	jamestrstrt	10784	1	ybalab.daniel.death1.0001	7325804
6	8	exp	jamestrsttrt	45578	1	ybalab.daniel.death1.0001	7325804
6	9	exp	brianfrnd	6	1	ybalab.daniel.death1.0001	7325804
6	10	exp	brianfrndrt	11380	1	ybalab.daniel.death1.0001	7325804
6	11	exp	brianfrndtrt	56958	1	ybalab.daniel.death1.0001	7325804
6	12	exp	briantrst	4	1	ybalab.daniel.death1.0001	7325804
6	13	exp	briantrstrt	4120	1	ybalab.daniel.death1.0001	7325804
6	14	exp	briantrsttrt	61078	1	ybalab.daniel.death1.0001	7325804
6	15	exp	jamesfrnd	4	1	ybalab.daniel.death1.0001	7325804
6	16	exp	jamesfrndrt	15089	1	ybalab.daniel.death1.0001	7325804
6	17	exp	jamesfrndtrt	76167	1	ybalab.daniel.death1.0001	7325804
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7325816
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7325816
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7325816
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7325816
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7325816
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7325816
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7325816
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7325816
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7325816
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7325816
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7325816
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7325816
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7325816
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7325816
6	0	exp	brianlike	4	1	ybalab.daniel.death1.0001	7325816
6	1	exp	brianlikert	25045	1	ybalab.daniel.death1.0001	7325816
6	2	exp	brianliketrt	25051	1	ybalab.daniel.death1.0001	7325816
6	3	exp	brianfrnd	4	1	ybalab.daniel.death1.0001	7325816
6	4	exp	brianfrndrt	6432	1	ybalab.daniel.death1.0001	7325816
6	5	exp	brianfrndtrt	31483	1	ybalab.daniel.death1.0001	7325816
6	6	exp	jamesfrnd	4	1	ybalab.daniel.death1.0001	7325816
6	7	exp	jamesfrndrt	2296	1	ybalab.daniel.death1.0001	7325816
6	8	exp	jamesfrndtrt	33779	1	ybalab.daniel.death1.0001	7325816
6	9	exp	briantrst	4	1	ybalab.daniel.death1.0001	7325816
6	10	exp	briantrstrt	1512	1	ybalab.daniel.death1.0001	7325816
6	11	exp	briantrsttrt	35291	1	ybalab.daniel.death1.0001	7325816
6	12	exp	jameslike	4	1	ybalab.daniel.death1.0001	7325816
6	13	exp	jameslikert	1144	1	ybalab.daniel.death1.0001	7325816
6	14	exp	jamesliketrt	36435	1	ybalab.daniel.death1.0001	7325816
6	15	exp	jamestrst	4	1	ybalab.daniel.death1.0001	7325816
6	16	exp	jamestrstrt	1344	1	ybalab.daniel.death1.0001	7325816
6	17	exp	jamestrsttrt	37779	1	ybalab.daniel.death1.0001	7325816
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7325844
2	1	realstart	target2Name	James	1	ybalab.daniel.death1.0001	7325844
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7325844
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7325844
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7325844
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7325844
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7325844
3	2	behaviours	target2	James	1	ybalab.daniel.death1.0001	7325844
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7325844
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7325844
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7325844
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7325844
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7325844
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7325844
6	1	iat	feedback	Your data suggest a moderate implicit preference for Francois compared to James	1	ybalab.daniel.death1.0001	7325844
6	2	iat	score	0.53	1	ybalab.daniel.death1.0001	7325844
6	3	iat	block3Cond	Pleasant/Francois,Unpleasant/James	1	ybalab.daniel.death1.0001	7325844
8	0	exp	briantrst	3	1	ybalab.daniel.death1.0001	7325844
8	1	exp	briantrstrt	6852	1	ybalab.daniel.death1.0001	7325844
8	2	exp	briantrsttrt	6953	1	ybalab.daniel.death1.0001	7325844
8	3	exp	jamesfrnd	5	1	ybalab.daniel.death1.0001	7325844
8	4	exp	jamesfrndrt	3683	1	ybalab.daniel.death1.0001	7325844
8	5	exp	jamesfrndtrt	10636	1	ybalab.daniel.death1.0001	7325844
8	6	exp	jamestrst	4	1	ybalab.daniel.death1.0001	7325844
8	7	exp	jamestrstrt	4630	1	ybalab.daniel.death1.0001	7325844
8	8	exp	jamestrsttrt	15266	1	ybalab.daniel.death1.0001	7325844
8	9	exp	brianfrnd	3	1	ybalab.daniel.death1.0001	7325844
8	10	exp	brianfrndrt	3385	1	ybalab.daniel.death1.0001	7325844
8	11	exp	brianfrndtrt	18651	1	ybalab.daniel.death1.0001	7325844
8	12	exp	brianlike	2	1	ybalab.daniel.death1.0001	7325844
8	13	exp	brianlikert	8161	1	ybalab.daniel.death1.0001	7325844
8	14	exp	brianliketrt	26812	1	ybalab.daniel.death1.0001	7325844
8	15	exp	jameslike	2	1	ybalab.daniel.death1.0001	7325844
8	16	exp	jameslikert	1919	1	ybalab.daniel.death1.0001	7325844
8	17	exp	jamesliketrt	28731	1	ybalab.daniel.death1.0001	7325844
10	0	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7325844
10	1	mem	jamesnationalrt	4202	1	ybalab.daniel.death1.0001	7325844
10	2	mem	jamesnationaltrt	4433	1	ybalab.daniel.death1.0001	7325844
10	3	mem	jamesname	3	1	ybalab.daniel.death1.0001	7325844
10	4	mem	jamesnamert	2623	1	ybalab.daniel.death1.0001	7325844
10	5	mem	jamesnametrt	7056	1	ybalab.daniel.death1.0001	7325844
10	6	mem	jameslive	2	1	ybalab.daniel.death1.0001	7325844
10	7	mem	jameslivert	2167	1	ybalab.daniel.death1.0001	7325844
10	8	mem	jameslivetrt	9223	1	ybalab.daniel.death1.0001	7325844
10	9	mem	brianlive	1	1	ybalab.daniel.death1.0001	7325844
10	10	mem	brianlivert	1633	1	ybalab.daniel.death1.0001	7325844
10	11	mem	brianlivetrt	10856	1	ybalab.daniel.death1.0001	7325844
10	12	mem	brianname	1	1	ybalab.daniel.death1.0001	7325844
10	13	mem	briannamert	2186	1	ybalab.daniel.death1.0001	7325844
10	14	mem	briannametrt	13042	1	ybalab.daniel.death1.0001	7325844
10	15	mem	briannational	1	1	ybalab.daniel.death1.0001	7325844
10	16	mem	briannationalrt	1889	1	ybalab.daniel.death1.0001	7325844
10	17	mem	briannationaltrt	14932	1	ybalab.daniel.death1.0001	7325844
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7325859
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7325859
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7325859
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7325859
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7325859
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7325859
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7325859
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7325859
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7325859
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7325859
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7325859
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7325859
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7325859
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7325859
6	1	iat	feedback	Your data suggest a slight implicit preference for Francois compared to Pierre	1	ybalab.daniel.death1.0001	7325859
6	2	iat	score	-0.29	1	ybalab.daniel.death1.0001	7325859
6	3	iat	block3Cond	Pleasant/Francois,Unpleasant/Pierre	1	ybalab.daniel.death1.0001	7325859
8	0	exp	jamestrst	6	1	ybalab.daniel.death1.0001	7325859
8	1	exp	jamestrstrt	4578	1	ybalab.daniel.death1.0001	7325859
8	2	exp	jamestrsttrt	4614	1	ybalab.daniel.death1.0001	7325859
8	3	exp	brianfrnd	5	1	ybalab.daniel.death1.0001	7325859
8	4	exp	brianfrndrt	3646	1	ybalab.daniel.death1.0001	7325859
8	5	exp	brianfrndtrt	8260	1	ybalab.daniel.death1.0001	7325859
8	6	exp	brianlike	5	1	ybalab.daniel.death1.0001	7325859
8	7	exp	brianlikert	3097	1	ybalab.daniel.death1.0001	7325859
8	8	exp	brianliketrt	11357	1	ybalab.daniel.death1.0001	7325859
8	9	exp	jameslike	6	1	ybalab.daniel.death1.0001	7325859
8	10	exp	jameslikert	1682	1	ybalab.daniel.death1.0001	7325859
8	11	exp	jamesliketrt	13039	1	ybalab.daniel.death1.0001	7325859
8	12	exp	briantrst	5	1	ybalab.daniel.death1.0001	7325859
8	13	exp	briantrstrt	2657	1	ybalab.daniel.death1.0001	7325859
8	14	exp	briantrsttrt	15696	1	ybalab.daniel.death1.0001	7325859
8	15	exp	jamesfrnd	6	1	ybalab.daniel.death1.0001	7325859
8	16	exp	jamesfrndrt	4734	1	ybalab.daniel.death1.0001	7325859
8	17	exp	jamesfrndtrt	20430	1	ybalab.daniel.death1.0001	7325859
10	0	mem	jameslive	2	1	ybalab.daniel.death1.0001	7325859
10	1	mem	jameslivert	2688	1	ybalab.daniel.death1.0001	7325859
10	2	mem	jameslivetrt	2734	1	ybalab.daniel.death1.0001	7325859
10	3	mem	brianname	3	1	ybalab.daniel.death1.0001	7325859
10	4	mem	briannamert	5513	1	ybalab.daniel.death1.0001	7325859
10	5	mem	briannametrt	8247	1	ybalab.daniel.death1.0001	7325859
10	6	mem	brianlive	1	1	ybalab.daniel.death1.0001	7325859
10	7	mem	brianlivert	2319	1	ybalab.daniel.death1.0001	7325859
10	8	mem	brianlivetrt	10566	1	ybalab.daniel.death1.0001	7325859
10	9	mem	jamesname	4	1	ybalab.daniel.death1.0001	7325859
10	10	mem	jamesnamert	2792	1	ybalab.daniel.death1.0001	7325859
10	11	mem	jamesnametrt	13358	1	ybalab.daniel.death1.0001	7325859
10	12	mem	briannational	3	1	ybalab.daniel.death1.0001	7325859
10	13	mem	briannationalrt	2739	1	ybalab.daniel.death1.0001	7325859
10	14	mem	briannationaltrt	16097	1	ybalab.daniel.death1.0001	7325859
10	15	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7325859
10	16	mem	jamesnationalrt	2153	1	ybalab.daniel.death1.0001	7325859
10	17	mem	jamesnationaltrt	18250	1	ybalab.daniel.death1.0001	7325859
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7325861
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7325861
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7325861
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7325861
